Date,Category,Product,Customer,Region,Sales_Rep,Quantity,Unit_Price,Total_Amount,Returned
2024-01-02,Accessories,Belt,Zachary Ferrell,West,Carlos Ryan,3,152.72,458.16,0
2024-03-05,Footwear,Sandals,Yvonne Burns,North,Sara Fuller,3,78.56,235.68,0
2024-03-10,Footwear,Boots,Noah Rhodes,West,Edward Burgess,3,80.64,241.92,0
2023-04-04,Accessories,Bag,Angelica Tucker,North,Kevin Oconnor,3,26.62,79.86,0
2024-02-20,Accessories,Watch,Yvonne Chambers,South,Kiara Mcintyre,1,76.4,76.4,1
2023-05-31,Clothing,Dress,Dr. Hannah Patterson,East,Kevin Oconnor,2,119.77,239.54,0
2023-08-01,Accessories,Watch,Anthony Everett,South,Megan Le,1,92.28,92.28,1
2023-03-10,Footwear,Boots,Julia Torres,North,Carlos Ryan,1,46.24,46.24,0
2023-08-19,Accessories,Watch,Megan Young,South,Megan Le,4,53.28,213.12,0
2023-08-30,Accessories,Watch,Lisa Jackson,East,Edward Burgess,2,69.55,139.1,0
2024-02-26,Footwear,Loafers,Zachary Hicks,East,Kiara Mcintyre,2,140.84,281.68,0
2024-02-19,Footwear,Loafers,William Barrett,East,Kevin Oconnor,4,69.53,278.12,0
2023-02-06,Accessories,Sunglasses,Anthony Everett,East,Carlos Ryan,2,198.08,396.16,0
2023-06-10,Clothing,Sweater,Cynthia Rowe,North,Heather Fields,3,126.64,379.92,0
2024-03-07,Footwear,Boots,Andrew Reynolds,North,Kiara Mcintyre,1,126.3,126.3,0
2023-06-30,Accessories,Watch,Michael Powell,North,Carlos Ryan,4,34.08,136.32,0
2023-10-13,Accessories,Belt,Jessica Gross,West,Kiara Mcintyre,3,71.33,213.99,0
2023-03-27,Footwear,Boots,Denise Davenport,West,Maria Parker,1,194.4,194.4,0
2023-07-30,Clothing,Sweater,Jamie Arnold,North,Megan Le,1,90.03,90.03,0
2023-12-17,Footwear,Loafers,Paula Moreno,South,Megan Le,1,129.61,129.61,0
2023-10-31,Footwear,Sneakers,Denise Jacobs,North,Heather Fields,1,106.14,106.14,0
2023-11-20,Footwear,Sneakers,Amanda Jones,North,Kiara Mcintyre,2,160.38,320.76,0
2023-03-21,Accessories,Sunglasses,Jessica Holmes,South,Kiara Mcintyre,2,28.77,57.54,0
2024-02-22,Clothing,Dress,Daniel Wagner,West,Edward Burgess,4,139.79,559.16,0
2024-01-02,Accessories,Watch,Victoria Garcia,West,Tanner Mitchell DDS,3,153.99,461.97,0
2023-10-28,Clothing,Jeans,Krista Gibson,South,Megan Le,3,154.88,464.64,0
2023-07-18,Accessories,Bag,Garrett Lin,West,Maria Parker,3,110.72,332.16,0
2023-12-05,Footwear,Loafers,Tommy Walter,East,Sara Fuller,3,122.96,368.88,0
2023-01-23,Footwear,Loafers,Alyssa Day,West,Carlos Ryan,3,11.47,34.41,0
2024-03-17,Accessories,Bag,Deborah Figueroa,East,Kevin Oconnor,4,72.69,290.76,0
2023-12-20,Footwear,Sneakers,Kimberly Gutierrez,South,Carlos Ryan,1,98.24,98.24,0
2024-01-14,Clothing,Jeans,Shannon Walker,East,Heather Fields,2,178.51,357.02,0
2023-06-18,Footwear,Sneakers,Lindsey Walker,North,Carlos Ryan,4,179.09,716.36,0
2023-07-03,Clothing,T-shirt,Cynthia Rowe,South,Carlos Ryan,3,32.25,96.75,0
2023-09-22,Footwear,Sandals,Rebecca Jackson,East,Tanner Mitchell DDS,3,94.34,283.02,0
2023-07-08,Accessories,Bag,Mark Perez,East,Heather Fields,4,144.02,576.08,0
2023-02-02,Footwear,Loafers,Justin Baker,South,Heather Fields,4,13.36,53.44,0
2023-04-27,Accessories,Belt,Judy Baker,West,Sara Fuller,1,60.79,60.79,0
2023-10-02,Footwear,Sneakers,Alyssa Long,North,Edward Burgess,1,85.91,85.91,1
2024-01-16,Clothing,Sweater,Matthew Moore,West,Carlos Ryan,4,79.22,316.88,0
2023-10-03,Clothing,Jeans,Victor Baker,East,Maria Parker,4,181.97,727.88,0
2023-07-02,Footwear,Sandals,Rebecca Jackson,West,Edward Burgess,4,115.78,463.12,0
2023-10-22,Footwear,Sneakers,Victor Baker,West,Edward Burgess,4,73.91,295.64,0
2023-06-02,Clothing,T-shirt,Jeremy Dalton,South,Sara Fuller,1,139.83,139.83,0
2023-11-10,Footwear,Loafers,Shannon Walker,South,Carlos Ryan,2,50.35,100.7,0
2024-03-20,Clothing,Jacket,Keith Jennings,East,Carlos Ryan,2,167.69,335.38,0
2023-08-20,Accessories,Bag,Sarah Moore,South,Carlos Ryan,1,92.28,92.28,0
2023-02-23,Accessories,Sunglasses,Joseph Knight,North,Sara Fuller,4,87.36,349.44,1
2023-03-11,Accessories,Watch,Daniel Murphy,East,Kiara Mcintyre,4,69.75,279.0,0
2023-12-28,Accessories,Belt,Paul Jones,South,Sara Fuller,3,89.38,268.14,0
2023-03-31,Footwear,Sneakers,Debra Christian,North,Kevin Oconnor,1,119.58,119.58,0
2023-10-09,Footwear,Sandals,Matthew Moore,West,Sara Fuller,3,138.36,415.08,0
2024-02-13,Footwear,Sneakers,Sara Johnston,East,Sara Fuller,2,154.61,309.22,0
2023-05-30,Footwear,Loafers,Elizabeth Kelley,South,Edward Burgess,1,141.0,141.0,1
2024-01-08,Clothing,Jacket,Margaret Coleman,East,Kevin Oconnor,1,159.52,159.52,0
2023-11-29,Clothing,Dress,Courtney Gonzalez,North,Dawn Summers,4,193.38,773.52,0
2023-08-06,Clothing,Dress,Noah Rhodes,North,Kevin Oconnor,2,61.44,122.88,1
2023-03-24,Clothing,T-shirt,Timothy Romero,West,Heather Fields,1,199.53,199.53,0
2023-10-17,Accessories,Watch,Victoria Larson,South,Heather Fields,3,74.77,224.31,0
2024-02-08,Footwear,Sandals,Donna Landry,North,Edward Burgess,4,30.76,123.04,1
2023-12-28,Accessories,Belt,Carolyn Miller,West,Sara Fuller,2,74.52,149.04,0
2024-02-20,Footwear,Sandals,Michele Williams,South,Megan Le,3,10.67,32.01,1
2023-10-02,Footwear,Sandals,Michelle Harmon,North,Sara Fuller,3,82.5,247.5,0
2024-02-20,Clothing,Dress,Lawrence Adkins,West,Tanner Mitchell DDS,4,81.85,327.4,0
2023-12-29,Clothing,T-shirt,Elaine Brooks,West,Sara Fuller,1,144.77,144.77,0
2023-07-13,Footwear,Loafers,Donald Wright,West,Dawn Summers,4,144.66,578.64,0
2023-08-01,Footwear,Loafers,Brittany Farmer,South,Tanner Mitchell DDS,3,23.2,69.6,0
2023-06-10,Accessories,Sunglasses,Michelle Harmon,South,Maria Parker,2,73.97,147.94,0
2024-02-20,Clothing,Jeans,Amber Kidd,South,Megan Le,4,115.55,462.2,0
2023-05-18,Accessories,Watch,Cassandra Gaines,West,Sara Fuller,4,28.1,112.4,0
2023-08-05,Accessories,Bag,Anthony Everett,East,Carlos Ryan,1,33.96,33.96,0
2023-11-13,Accessories,Watch,Joshua Blair,West,Carlos Ryan,2,77.04,154.08,0
2023-11-11,Clothing,Jacket,Angela Lopez,East,Maria Parker,3,122.88,368.64,0
2024-02-21,Footwear,Sneakers,Cheyenne Horton,North,Maria Parker,2,95.89,191.78,0
2023-11-12,Clothing,Jeans,Erin Edwards,North,Kevin Oconnor,2,101.44,202.88,0
2023-08-23,Footwear,Loafers,Lindsay Martinez,East,Edward Burgess,2,126.43,252.86,0
2023-03-13,Footwear,Sneakers,Timothy Duncan,West,Kiara Mcintyre,4,114.16,456.64,1
2023-05-07,Footwear,Boots,John Bishop,North,Sara Fuller,4,145.29,581.16,0
2023-10-18,Accessories,Belt,Allen Rosales,East,Dawn Summers,4,139.03,556.12,0
2023-07-02,Accessories,Bag,Christina Walters,West,Carlos Ryan,3,52.32,156.96,0
2023-07-12,Footwear,Sneakers,Denise Jones,North,Dawn Summers,4,33.23,132.92,0
2023-01-14,Clothing,Sweater,John Anderson,South,Tanner Mitchell DDS,1,74.1,74.1,0
2024-01-16,Footwear,Sandals,Tricia Valencia,East,Sara Fuller,3,92.08,276.24,0
2024-02-04,Footwear,Sandals,Tammie Bright,West,Edward Burgess,1,75.3,75.3,0
2023-03-14,Clothing,Sweater,Joyce Bowen,North,Sara Fuller,3,29.04,87.12,0
2023-06-03,Footwear,Boots,Jeffrey Chandler,East,Heather Fields,2,108.9,217.8,0
2023-07-04,Footwear,Loafers,Sherry Decker,West,Kevin Oconnor,3,64.47,193.41,0
2023-05-30,Accessories,Bag,Angela Lopez,North,Kevin Oconnor,3,34.28,102.84,1
2023-02-28,Footwear,Loafers,Patrick Thornton,West,Kiara Mcintyre,2,139.17,278.34,0
2023-10-29,Footwear,Boots,Tricia Valencia,North,Megan Le,4,105.31,421.24,0
2023-05-29,Clothing,Sweater,Michael Powell,South,Maria Parker,3,145.87,437.61,0
2023-08-14,Footwear,Loafers,Mark Brown,South,Heather Fields,3,56.4,169.2,0
2023-01-27,Accessories,Belt,Kathleen Moran,North,Tanner Mitchell DDS,1,159.04,159.04,0
2023-02-21,Accessories,Sunglasses,Helen Jones,East,Heather Fields,1,192.68,192.68,0
2023-04-16,Accessories,Watch,Alyssa Long,North,Heather Fields,3,65.92,197.76,0
2023-05-09,Clothing,Dress,Krista Gibson,West,Kiara Mcintyre,4,60.5,242.0,0
2023-03-29,Accessories,Watch,Gina Moore,North,Carlos Ryan,2,50.86,101.72,0
2023-10-08,Footwear,Sneakers,Tommy Walter,West,Dawn Summers,4,34.56,138.24,0
2023-11-20,Accessories,Belt,Rodney Morales,South,Maria Parker,3,163.07,489.21,0
2023-06-19,Footwear,Sneakers,Dr. William Warren,North,Kiara Mcintyre,3,130.82,392.46,1
2023-03-15,Footwear,Boots,Erin Edwards,East,Heather Fields,3,16.34,49.02,0
2023-05-15,Clothing,Jeans,Abigail Shaffer,North,Edward Burgess,2,172.55,345.1,0
2023-01-28,Clothing,Jeans,Stephanie Ross,West,Megan Le,2,194.27,388.54,0
2024-03-23,Footwear,Sandals,Ryan Munoz,South,Kevin Oconnor,4,186.47,745.88,0
2023-03-28,Footwear,Sneakers,Eric Carney,South,Maria Parker,3,184.38,553.14,0
2023-01-14,Footwear,Loafers,Donna Landry,North,Tanner Mitchell DDS,4,165.63,662.52,0
2023-06-11,Clothing,Jacket,Jeffrey Johnson,South,Dawn Summers,4,19.49,77.96,0
2023-01-10,Clothing,Dress,Mark Brown,South,Sara Fuller,1,97.09,97.09,0
2024-03-10,Accessories,Bag,Amber Kidd,South,Megan Le,1,75.15,75.15,0
2023-05-23,Clothing,T-shirt,Jeffrey Johnson,South,Sara Fuller,2,63.5,127.0,0
2023-04-05,Accessories,Bag,Matthew Foster,West,Kevin Oconnor,4,178.09,712.36,0
2023-03-13,Accessories,Watch,Joshua Blair,North,Dawn Summers,1,172.72,172.72,0
2024-03-11,Clothing,T-shirt,Sharon Cherry,East,Maria Parker,4,101.52,406.08,0
2023-04-18,Clothing,Sweater,Danny Morgan,South,Sara Fuller,4,166.27,665.08,0
2023-11-25,Clothing,Jacket,Denise Jacobs,West,Kiara Mcintyre,3,148.19,444.57,0
2023-03-01,Clothing,Jeans,Helen Jones,East,Dawn Summers,3,82.74,248.22,0
2023-06-21,Footwear,Sandals,Jamie Walton,South,Megan Le,1,13.14,13.14,0
2023-06-05,Clothing,Sweater,Erin Warner,East,Maria Parker,2,82.44,164.88,0
2023-11-09,Footwear,Loafers,Angie Henderson,East,Megan Le,4,43.25,173.0,0
2023-10-26,Accessories,Sunglasses,Bailey Duran DDS,East,Sara Fuller,2,20.33,40.66,0
2023-03-31,Accessories,Watch,Keith Jennings,South,Kevin Oconnor,3,80.65,241.95,0
2023-08-12,Footwear,Loafers,Helen Jones,East,Maria Parker,4,112.31,449.24,0
2023-04-01,Accessories,Sunglasses,Victor Baker,West,Kevin Oconnor,2,161.08,322.16,0
2024-03-03,Clothing,Jacket,Matthew Mcmillan,West,Edward Burgess,2,68.03,136.06,0
2023-07-09,Footwear,Sneakers,Robert Potter,West,Carlos Ryan,1,140.74,140.74,0
2023-03-22,Footwear,Boots,Desiree Tyler,West,Tanner Mitchell DDS,1,177.99,177.99,0
2023-08-02,Footwear,Sneakers,Robert Potter,East,Carlos Ryan,1,182.04,182.04,0
2023-04-23,Clothing,Dress,William Barrett,South,Kevin Oconnor,2,42.74,85.48,0
2023-05-28,Footwear,Sandals,Ricky Davis II,East,Edward Burgess,3,111.48,334.44,0
2023-12-08,Clothing,Jacket,Sharon Cherry,West,Kiara Mcintyre,2,178.53,357.06,0
2023-03-07,Accessories,Belt,Jason Powell,East,Megan Le,2,61.52,123.04,1
2023-04-14,Accessories,Sunglasses,Tanya Kim,South,Dawn Summers,1,32.5,32.5,0
2023-06-02,Clothing,Jacket,Brandon Bailey MD,South,Heather Fields,1,72.48,72.48,0
2023-11-25,Footwear,Loafers,Sandra Aguilar,South,Kiara Mcintyre,1,42.91,42.91,0
2023-06-15,Footwear,Boots,Victoria Larson,East,Edward Burgess,4,186.32,745.28,0
2023-09-14,Accessories,Sunglasses,Michelle Evans,North,Dawn Summers,3,41.94,125.82,0
2023-07-31,Clothing,Dress,Matthew Moore,East,Megan Le,3,181.26,543.78,0
2023-10-17,Footwear,Boots,Nathan Malone,West,Heather Fields,4,98.94,395.76,1
2023-02-19,Footwear,Boots,Susan Murray MD,North,Heather Fields,2,75.66,151.32,0
2023-07-21,Accessories,Bag,Andrew Reynolds,North,Heather Fields,2,82.6,165.2,0
2023-05-06,Clothing,Dress,Sharon Cherry,South,Carlos Ryan,4,81.3,325.2,0
2023-07-14,Clothing,Dress,Daniel Baker,North,Tanner Mitchell DDS,4,13.02,52.08,0
2023-05-21,Accessories,Sunglasses,Krista Gibson,North,Kiara Mcintyre,2,87.68,175.36,0
2023-10-12,Clothing,Dress,Cheyenne Horton,South,Dawn Summers,1,133.89,133.89,0
2023-03-02,Clothing,T-shirt,Victoria Larson,South,Edward Burgess,1,58.02,58.02,0
2023-10-31,Footwear,Loafers,Joseph Coleman,East,Megan Le,2,153.12,306.24,0
2023-11-25,Footwear,Boots,Laura Haney,West,Megan Le,4,118.71,474.84,0
2024-03-07,Accessories,Belt,Michael Elliott,South,Edward Burgess,3,46.74,140.22,0
2024-02-22,Clothing,Sweater,Michael Lewis,South,Carlos Ryan,3,34.14,102.42,0
2024-01-19,Accessories,Belt,Connie Lawrence,West,Sara Fuller,2,104.37,208.74,0
2024-02-25,Accessories,Belt,Denise Davenport,North,Heather Fields,1,100.29,100.29,0
2023-04-03,Accessories,Sunglasses,Daniel Salinas,West,Maria Parker,4,62.15,248.6,0
2023-02-15,Accessories,Sunglasses,Susan Serrano,West,Tanner Mitchell DDS,1,145.67,145.67,0
2023-12-16,Accessories,Bag,Shannon Walker,South,Kevin Oconnor,3,156.03,468.09,0
2023-11-04,Clothing,T-shirt,Mark Perez,North,Edward Burgess,2,197.14,394.28,0
2023-03-28,Footwear,Sneakers,Brent Jordan,South,Edward Burgess,1,40.83,40.83,0
2023-10-18,Accessories,Belt,Amber Obrien,North,Tanner Mitchell DDS,3,56.37,169.11,0
2023-04-10,Clothing,Jeans,Angel Perry,South,Maria Parker,4,16.97,67.88,0
2023-09-01,Accessories,Sunglasses,Krista Gibson,East,Sara Fuller,1,50.97,50.97,0
2023-10-01,Clothing,Jacket,Tommy Walter,East,Dawn Summers,1,174.85,174.85,0
2023-02-15,Accessories,Watch,Sherri Baker,West,Edward Burgess,3,182.85,548.55,0
2023-11-04,Clothing,T-shirt,Cassandra Gaines,North,Maria Parker,1,24.14,24.14,0
2023-02-23,Footwear,Sneakers,Amber Wright,North,Dawn Summers,3,57.25,171.75,0
2024-01-31,Clothing,T-shirt,Jamie Smith,North,Megan Le,4,135.81,543.24,0
2023-03-19,Accessories,Sunglasses,Katherine Salas,West,Heather Fields,3,11.94,35.82,0
2023-10-06,Clothing,T-shirt,Margaret Hawkins DDS,East,Sara Fuller,1,161.71,161.71,1
2023-03-15,Clothing,Jeans,Mary Marshall,East,Kiara Mcintyre,2,52.03,104.06,1
2023-06-04,Accessories,Belt,Lisa Barnes,South,Tanner Mitchell DDS,2,47.1,94.2,0
2023-06-13,Clothing,T-shirt,Mark Brown,West,Tanner Mitchell DDS,1,173.01,173.01,0
2023-10-17,Accessories,Watch,Jose Travis,North,Dawn Summers,2,68.0,136.0,1
2023-04-16,Accessories,Sunglasses,Rebecca Henderson,East,Heather Fields,4,148.34,593.36,0
2024-02-08,Footwear,Sneakers,Angelica Tucker,North,Carlos Ryan,4,149.1,596.4,0
2023-04-15,Clothing,T-shirt,Keith Jennings,North,Maria Parker,4,91.67,366.68,0
2023-03-11,Footwear,Loafers,Angie Henderson,North,Megan Le,1,170.79,170.79,0
2023-05-29,Clothing,T-shirt,Carol Tucker,West,Kiara Mcintyre,3,44.75,134.25,0
2024-03-11,Accessories,Belt,Lindsey Walker,West,Megan Le,4,154.22,616.88,0
2023-12-23,Clothing,Sweater,Sharon Cochran,West,Edward Burgess,2,35.19,70.38,0
2024-03-10,Accessories,Belt,Olivia Harris,East,Edward Burgess,1,65.21,65.21,0
2024-03-16,Footwear,Boots,Sherri Baker,North,Sara Fuller,2,198.7,397.4,1
2023-01-20,Accessories,Sunglasses,Brenda Hall,North,Dawn Summers,3,110.21,330.63,0
2023-12-03,Footwear,Sneakers,John Young,South,Maria Parker,4,15.74,62.96,0
2023-05-08,Accessories,Bag,Victoria Garcia,East,Kevin Oconnor,3,67.04,201.12,0
2024-03-25,Clothing,T-shirt,Kenneth Scott,East,Heather Fields,4,40.72,162.88,0
2023-04-22,Footwear,Sneakers,Christopher Smith,West,Dawn Summers,2,52.18,104.36,0
2023-12-05,Clothing,Dress,Debra Davidson,East,Edward Burgess,3,153.76,461.28,0
2024-02-21,Footwear,Sandals,Daniel Baker,South,Kevin Oconnor,4,91.74,366.96,0
2024-01-23,Accessories,Sunglasses,Jamie Smith,North,Heather Fields,4,160.08,640.32,0
2023-03-13,Accessories,Belt,Amber Wright,North,Carlos Ryan,1,34.82,34.82,0
2023-12-29,Footwear,Sandals,Kimberly Gibson,East,Kiara Mcintyre,2,41.3,82.6,0
2023-08-07,Footwear,Sandals,Mrs. Kristen Reyes,South,Dawn Summers,2,159.52,319.04,0
2023-01-30,Clothing,Jacket,Shannon Jones,East,Dawn Summers,2,184.71,369.42,0
2023-08-10,Footwear,Sandals,David Martinez,East,Sara Fuller,2,175.44,350.88,0
2023-07-06,Accessories,Belt,Amy Silva,West,Megan Le,2,27.73,55.46,0
2023-11-23,Accessories,Watch,Laura Roberts,West,Megan Le,4,127.03,508.12,0
2023-07-26,Clothing,Jacket,Cathy Robinson,North,Kevin Oconnor,3,137.43,412.29,1
2023-05-13,Footwear,Sneakers,Brandon Bailey MD,North,Tanner Mitchell DDS,4,128.95,515.8,0
2023-02-12,Footwear,Sandals,Timothy Duncan,North,Sara Fuller,2,69.71,139.42,1
2024-02-24,Footwear,Loafers,Denise Jacobs,North,Maria Parker,3,79.35,238.05,0
2024-02-08,Accessories,Sunglasses,Crystal Robinson,North,Tanner Mitchell DDS,1,153.95,153.95,0
2023-11-23,Footwear,Loafers,Marie Christian,North,Dawn Summers,1,87.39,87.39,0
2023-12-11,Footwear,Sneakers,Jose Travis,South,Megan Le,3,160.52,481.56,0
2023-01-04,Footwear,Loafers,Shirley Suarez,North,Sara Fuller,1,167.31,167.31,0
2023-03-04,Footwear,Boots,Whitney Peters,South,Sara Fuller,4,188.31,753.24,0
2023-10-10,Clothing,Jeans,Aimee Montoya,South,Kiara Mcintyre,4,124.38,497.52,0
2023-05-26,Clothing,Sweater,Patricia Rodriguez,East,Carlos Ryan,1,129.46,129.46,0
2024-03-19,Clothing,Sweater,Jessica Smith,East,Kevin Oconnor,4,96.34,385.36,0
2023-01-17,Clothing,Jacket,Shane Henderson,East,Tanner Mitchell DDS,2,128.64,257.28,0
2023-08-20,Accessories,Watch,William Herrera,North,Kevin Oconnor,4,39.37,157.48,0
2023-12-27,Clothing,Jeans,Michael Wang,East,Tanner Mitchell DDS,4,130.63,522.52,0
2023-04-10,Footwear,Loafers,Amy Silva,South,Megan Le,2,143.0,286.0,0
2024-02-27,Clothing,Dress,Kathy Rivas,East,Heather Fields,4,10.03,40.12,0
2023-09-08,Accessories,Watch,David Davis,South,Kiara Mcintyre,3,192.11,576.33,1
2023-01-15,Clothing,Sweater,Gabrielle Davis,North,Heather Fields,1,116.47,116.47,0
2023-06-03,Clothing,Sweater,Stephanie Salazar,South,Kevin Oconnor,1,76.51,76.51,0
2023-06-04,Clothing,Sweater,Jamie Walton,North,Megan Le,1,104.85,104.85,0
2023-12-02,Footwear,Sandals,Andrew Avila,West,Kiara Mcintyre,4,97.5,390.0,0
2024-02-14,Footwear,Sandals,Amber Kidd,North,Kiara Mcintyre,3,141.45,424.35,0
2023-03-31,Clothing,Sweater,Stephanie Williams,South,Dawn Summers,4,135.98,543.92,0
2023-01-12,Footwear,Boots,Michael Elliott,North,Carlos Ryan,1,89.32,89.32,0
2023-12-11,Clothing,Dress,Elaine Brooks,North,Dawn Summers,3,199.15,597.45,0
2023-12-08,Clothing,T-shirt,Crystal Johnson,West,Dawn Summers,3,91.68,275.04,0
2023-05-09,Clothing,Dress,Ryan Gonzalez,East,Tanner Mitchell DDS,4,172.75,691.0,0
2024-02-21,Footwear,Sandals,Michael Elliott,East,Carlos Ryan,1,184.72,184.72,1
2023-10-31,Accessories,Belt,Monica Herrera,East,Kiara Mcintyre,4,31.81,127.24,0
2023-04-06,Accessories,Watch,Julie Alexander,West,Dawn Summers,3,56.49,169.47,0
2023-10-18,Accessories,Watch,Denise Jones,South,Kevin Oconnor,1,140.39,140.39,0
2023-09-24,Accessories,Sunglasses,Gina Moore,North,Edward Burgess,2,196.09,392.18,0
2024-01-08,Clothing,Dress,Daniel Murphy,West,Edward Burgess,2,95.58,191.16,0
2023-05-04,Clothing,Dress,Angel Perry,West,Kevin Oconnor,3,98.52,295.56,0
2023-01-23,Clothing,Dress,Lindsey Walker,West,Megan Le,3,151.24,453.72,0
2023-08-01,Clothing,Jeans,Julie Alexander,North,Kiara Mcintyre,4,40.9,163.6,0
2023-06-03,Accessories,Watch,Whitney Peters,South,Kevin Oconnor,4,156.62,626.48,0
2023-11-22,Clothing,Sweater,Christopher Rubio,West,Sara Fuller,1,27.75,27.75,0
2024-01-06,Footwear,Boots,Joseph Coleman,East,Maria Parker,2,62.77,125.54,0
2023-06-04,Footwear,Loafers,Denise Jacobs,North,Kevin Oconnor,1,173.31,173.31,1
2023-09-30,Footwear,Boots,Michelle Harmon,East,Megan Le,3,42.94,128.82,0
2023-03-31,Clothing,Jacket,Timothy Romero,North,Tanner Mitchell DDS,2,114.34,228.68,0
2023-05-21,Clothing,Dress,Jessica Callahan,North,Maria Parker,2,139.94,279.88,0
2024-01-04,Footwear,Sandals,Michelle Evans,North,Edward Burgess,2,141.93,283.86,0
2023-06-17,Accessories,Belt,Jennifer Adkins,East,Carlos Ryan,4,72.56,290.24,0
2024-03-09,Accessories,Watch,Daniel Salinas,West,Megan Le,1,107.09,107.09,1
2023-10-16,Footwear,Sneakers,Paul Jones,South,Maria Parker,3,39.99,119.97,0
2023-07-08,Footwear,Sneakers,April Frost,South,Sara Fuller,1,47.28,47.28,0
2023-12-03,Clothing,Sweater,Matthew Harrington,East,Dawn Summers,4,113.84,455.36,0
2023-07-03,Clothing,Jeans,Sherry Decker,South,Kevin Oconnor,4,58.97,235.88,0
2023-09-26,Footwear,Boots,Tommy Walter,North,Maria Parker,1,139.05,139.05,0
2024-02-29,Clothing,Sweater,Elizabeth Oliver DDS,South,Edward Burgess,1,128.29,128.29,0
2024-03-27,Accessories,Watch,Kirk Carter,North,Megan Le,4,86.25,345.0,0
2023-09-06,Footwear,Boots,Whitney Peters,North,Megan Le,4,98.9,395.6,0
2023-06-04,Clothing,Dress,David Davis,South,Kiara Mcintyre,1,38.76,38.76,0
2023-03-03,Footwear,Boots,Matthew Mcmillan,West,Edward Burgess,3,30.36,91.08,0
2023-11-06,Clothing,Dress,Angie Henderson,South,Edward Burgess,4,193.88,775.52,0
2023-03-06,Footwear,Sneakers,Richard Rodriguez,South,Heather Fields,1,157.2,157.2,1
2023-10-28,Clothing,Sweater,Tommy Walter,East,Maria Parker,1,140.11,140.11,0
2023-01-04,Clothing,Jeans,Tommy Walter,North,Edward Burgess,2,17.18,34.36,1
2023-12-10,Accessories,Watch,Shannon Jones,South,Dawn Summers,4,193.81,775.24,1
2023-11-26,Clothing,Jeans,Karen Graham,South,Dawn Summers,2,188.33,376.66,0
2023-09-08,Accessories,Sunglasses,Anthony Humphrey,North,Dawn Summers,2,179.54,359.08,0
2023-01-02,Clothing,T-shirt,John Whitehead,East,Dawn Summers,1,157.0,157.0,0
2023-08-09,Clothing,Dress,Amy Silva,East,Megan Le,1,34.2,34.2,1
2023-07-12,Accessories,Belt,Tanya Kim,East,Heather Fields,4,95.3,381.2,1
2023-07-01,Accessories,Belt,Noah Rhodes,South,Carlos Ryan,3,186.25,558.75,0
2023-04-27,Clothing,Jacket,Michael Elliott,South,Sara Fuller,2,171.05,342.1,0
2024-01-16,Clothing,T-shirt,Spencer Haynes,West,Carlos Ryan,3,49.01,147.03,0
2024-02-05,Accessories,Watch,Joyce Solis,West,Kevin Oconnor,1,43.16,43.16,0
2023-05-29,Footwear,Sandals,Erin Edwards,North,Carlos Ryan,4,144.03,576.12,0
2024-02-05,Accessories,Watch,Pamela Boyd,South,Kevin Oconnor,1,195.11,195.11,0
2023-12-13,Accessories,Watch,Fred Smith,West,Carlos Ryan,3,136.86,410.58,0
2023-08-08,Footwear,Loafers,Nicole Herring,East,Tanner Mitchell DDS,3,95.1,285.3,0
2023-04-01,Accessories,Sunglasses,Julie Alexander,South,Heather Fields,3,191.96,575.88,0
2023-01-14,Accessories,Bag,Shelia Wallace,East,Heather Fields,4,113.34,453.36,0
2023-09-02,Accessories,Watch,Dr. William Warren,North,Heather Fields,4,65.57,262.28,0
2023-03-21,Clothing,Jeans,Jeffrey Chavez,West,Heather Fields,2,115.87,231.74,0
2023-09-02,Accessories,Sunglasses,Lisa Hensley,West,Edward Burgess,2,132.09,264.18,0
2023-11-20,Footwear,Boots,Darlene Miller,South,Sara Fuller,3,96.13,288.39,0
2023-03-19,Clothing,Dress,Donald Wright,East,Kiara Mcintyre,4,148.83,595.32,1
2023-10-27,Clothing,T-shirt,Jordan Henderson,East,Edward Burgess,3,163.61,490.83,0
2023-11-28,Accessories,Belt,Melissa Martinez,West,Sara Fuller,3,131.77,395.31,0
2023-02-12,Clothing,Jacket,Megan Young,East,Dawn Summers,2,153.83,307.66,0
2023-04-09,Clothing,T-shirt,Dylan Miller,West,Sara Fuller,3,86.68,260.04,0
2024-03-01,Footwear,Boots,Stephanie Byrd,South,Kiara Mcintyre,4,33.54,134.16,0
2024-03-23,Clothing,T-shirt,Sharon Cherry,East,Megan Le,2,50.36,100.72,0
2023-08-12,Footwear,Loafers,John Bishop,South,Dawn Summers,3,132.89,398.67,1
2023-03-06,Footwear,Sandals,Crystal Robinson,South,Carlos Ryan,2,138.1,276.2,0
2024-02-15,Accessories,Sunglasses,Denise Mccann,North,Kevin Oconnor,4,174.05,696.2,0
2024-03-27,Footwear,Boots,Cynthia Rowe,North,Megan Le,2,22.97,45.94,0
2023-02-18,Clothing,Jacket,Brian Ramirez,East,Edward Burgess,3,191.99,575.97,0
2023-03-25,Accessories,Sunglasses,Ricky Davis II,South,Maria Parker,4,147.56,590.24,0
2023-08-09,Footwear,Boots,Madison Poole,South,Heather Fields,4,14.55,58.2,0
2023-09-07,Clothing,Jacket,Jennifer Adkins,South,Kevin Oconnor,2,121.39,242.78,0
2024-02-18,Clothing,Dress,Samantha Garcia,East,Edward Burgess,2,50.1,100.2,0
